Date,Minimum temperature (째C),Maximum temperature (째C),Rainfall (mm),Evaporation (mm),Sunshine (hours),Direction of maximum wind gust ,Speed of maximum wind gust (km/h),Time of maximum wind gust,9am Temperature (째C),9am relative humidity (%),9am cloud amount (oktas),9am wind direction,9am wind speed (km/h),9am MSL pressure (hPa),3pm Temperature (째C),3pm relative humidity (%),3pm cloud amount (oktas),3pm wind direction,3pm wind speed (km/h),3pm MSL pressure (hPa)
01-08-2023,11.5,14.9,0.0,2.8,1.4,NNW,35.0,02:08,13.3,67,7,W,11,1028.8,14.7,54,7.0,SSW,9,1030.1
02-08-2023,5.8,17.1,0.0,3.0,8.1,N,43.0,14:23,7.9,83,6,NNE,11,1033.9,16.8,50,1.0,N,20,1029.6
03-08-2023,7.8,19.8,0.0,2.6,9.7,N,48.0,12:34,13.5,67,2,N,20,1029.3,19.6,45,1.0,N,22,1024.5
04-08-2023,13.4,18.2,0.0,5.0,3.4,N,61.0,10:32,16.2,55,7,N,22,1022.2,16.1,63,7.0,N,33,1020.2
05-08-2023,9.3,13.6,0.0,2.8,3.0,SSW,26.0,10:45,11.0,65,7,SW,9,1033.5,13.0,57,7.0,SW,7,1033.5
06-08-2023,8.6,13.4,0.0,0.6,0.8,S,20.0,13:12,9.9,91,8,WNW,4,1035.4,12.2,77,7.0,SSW,11,1033.6
07-08-2023,9.0,13.7,0.0,1.4,2.6,SW,19.0,13:06,10.6,84,7, ,Calm,1033.8,13.3,63,7.0,SSW,11,1032.2
08-08-2023,4.7,14.2,0.0,1.0,7.3,SSW,15.0,13:52,6.3,100,7,NE,7,1034.0,13.3,67,1.0,SSW,9,1030.3
09-08-2023,5.5,18.4,0.2,2.4,8.5,0,0.0,0,11.4,74,7,N,13,1027.0,18.2,47,1.0,N,24,1020.9
10-08-2023,10.6,14.5,2.8,4.0,3.5,N,50.0,00:50,11.9,72,3,WNW,11,1019.4,13.8,60,7.0,SW,6,1020.8
11-08-2023,8.2,15.7,0.0,2.8,3.3,NNW,30.0,15:49,12.3,67,6,N,7,1022.7,14.8,51,7.0,NNW,15,1019.8
12-08-2023,11.0,16.0,0.0,3.2,2.2,NNW,33.0,04:39,11.2,78,7,N,13,1019.3,12.9,87,7.0,S,2,1017.2
13-08-2023,7.2,12.9,3.4,2.0,5.9,SSW,24.0,14:54,8.8,96,7,WNW,2,1021.7,11.4,69,7.0,SSW,15,1019.7
14-08-2023,3.4,12.7,0.0,1.0,6.5,SSW,26.0,12:03,5.9,90,7,NE,2,1020.0,12.3,52,6.0,S,11,1018.7
15-08-2023,3.4,13.1,0.0,1.2,9.7,SSW,20.0,14:15,7.4,77,2,NE,6,1024.4,12.7,54,2.0,S,13,1022.8
16-08-2023,1.6,15.8,0.0,2.6,10.2,N,35.0,13:36,5.3,78,0,NE,9,1022.1,15.2,39,1.0,N,17,1016.7
17-08-2023,5.3,12.5,0.0,3.2,0.1,N,44.0,13:25,11.1,61,7,N,15,1012.6,12.1,53,7.0,N,17,1008.1
18-08-2023,8.9,13.5,5.4,2.6,4.0,WSW,37.0,10:57,10.1,77,7,W,13,1005.2,11.9,55,4.0,SSW,17,1009.0
19-08-2023,9.4,18.2,0.2,2.2,4.2,W,35.0,12:19,13.5,76,7,WNW,9,1016.0,17.4,60,7.0,W,13,1016.9
20-08-2023,12.9,19.2,0.0,3.0,7.1,WNW,28.0,04:48,13.5,67,7,NNW,9,1023.6,19.0,41,4.0,W,9,1021.6
21-08-2023,11.5,17.8,0.0,3.0,6.2,N,48.0,12:13,14.6,73,6,N,13,1020.9,16.4,64,6.0,N,24,1016.8
22-08-2023,13.2,14.3,0.0,3.0,0.6,NNW,39.0,01:35,14.3,77,8,W,7,1015.7,11.7,97,8.0,SSW,13,1015.9
23-08-2023,5.6,17.0,3.6,1.4,6.7,NW,24.0,11:05,10.2,70,1,N,9,1026.0,15.9,50,5.0,W,7,1025.1
24-08-2023,8.6,17.9,0.0,2.2,10.1,N,39.0,14:20,11.4,72,5,N,9,1028.8,16.8,48,4.0,N,22,1024.6
25-08-2023,11.1,19.8,0.0,3.8,7.8,N,39.0,07:38,13.7,63,6,N,15,1026.5,18.6,43,6.0,S,9,1025.0
26-08-2023,11.1,15.5,0.0,2.8,0.4,SSE,22.0,04:27,12.1,65,7,ESE,9,1030.4,14.6,62,7.0,SW,7,1027.1
27-08-2023,8.9,15.7,0.0,1.6,6.5,SSW,20.0,13:44,10.6,77,7, ,Calm,1028.0,15.3,67,4.0,SW,9,1024.3
28-08-2023,9.5,16.6,0.0,1.8,5.5,SW,20.0,13:47,11.8,93,8, ,Calm,1023.8,14.9,77,1.0,SSW,11,1020.7
29-08-2023,10.8,18.4,0.2,2.8,1.3,N,41.0,18:12,16.6,66,7,N,15,1017.0,17.5,66,7.0,N,17,1013.6
30-08-2023,12.7,14.9,3.8,3.8,2.7,N,44.0,02:19,12.8,100,7,SW,6,1011.7,12.1,84,7.0,W,13,1013.5
31-08-2023,6.9,15.8,2.8,1.4,5.8,SSW,39.0,15:51,11.4,73,3,NNW,11,1018.8,13.7,84,7.0,SW,13,1018.0
01-09-2023,9.8,14.8,1.8,1.8,4.3,S,28.0,14:18,11.6,90,7,WSW,7,1025.3,14.4,56,5.0,SSW,17,1023.9
02-09-2023,3.9,15.8,0.0,2.6,10.2,SW,22.0,14:17,8.4,76,1,NE,6,1024.4,14.4,62,7.0,SW,13,1020.0
03-09-2023,6.0,20.4,0.0,3.0,10.0,N,35.0,14:23,10.8,79,0,NNE,9,1020.1,20.2,41,1.0,N,17,1014.0
04-09-2023,9.7,21.6,0.0,5.4,4.3,N,69.0,11:21,18.8,39,6,N,13,1005.4,20.7,41,7.0,N,19,1002.1
05-09-2023,6.7,15.1,2.8,4.6,6.2,NW,48.0,10:52,10.5,72,6,NNW,15,1011.7,14.3,46,4.0,WSW,9,1014.3
06-09-2023,6.1,19.4,0.2,4.4,10.3,NNW,54.0,11:08,11.8,52,1,N,20,1018.5,18.9,41,5.0,N,26,1014.2
07-09-2023,10.7,22.1,0.0,8.4,4.9,N,63.0,16:20,17.1,45,2,N,20,1009.6,21.1,33,6.0,N,22,1001.8
08-09-2023,8.4,11.7,4.0,3.8,0.0,NNW,70.0,10:21,11.2,60,7,NNW,19,1005.0,11.5,62,7.0,WNW,17,1013.3
09-09-2023,6.8,13.9,0.8,2.2,7.9,SSW,35.0,10:58,10.0,61,1,W,13,1027.9,10.6,75,4.0,S,15,1027.2
10-09-2023,10.0,14.9,1.0,2.8,1.0,SW,24.0,09:45,12.0,71,7,WNW,7,1031.8,14.1,62,8.0,S,11,1031.3
11-09-2023,8.3,17.2,0.0,2.8,5.5,SSW,19.0,11:53,12.9,74,1,W,2,1033.9,16.2,54,6.0,SSW,9,1031.5
12-09-2023,10.2,23.3,0.0,1.2,9.0,NW,28.0,11:29,15.9,57,7,NE,9,1029.9,22.3,33,2.0,S,9,1026.2
13-09-2023,9.2,25.1,0.0,4.2,10.1,NW,20.0,11:58,15.3,64,7,NNE,6,1028.3,24.7,33,7.0, ,Calm,1025.2
14-09-2023,10.5,23.9,0.0,4.2,8.2,N,44.0,13:58,18.4,63,7,N,17,1026.5,23.3,37,7.0,N,20,1022.3
15-09-2023,15.1,22.4,0.0,8.0,10.0,N,41.0,00:08,18.5,48,5,WNW,4,1020.9,20.7,43,1.0,SSW,13,1018.3
16-09-2023,9.6,25.0,0.0,7.8,11.0,NNW,48.0,14:43,17.8,51,0,N,17,1019.8,24.3,32,1.0,NNW,24,1015.2
17-09-2023,12.6,23.1,0.0,6.6,10.1,NNW,30.0,10:26,18.4,54,1,NW,9,1021.4,22.2,43,3.0,S,11,1018.0
18-09-2023,13.7,21.9,0.0,5.6,3.9,SSW,26.0,13:14,15.1,76,7,W,4,1015.6,15.8,78,7.0,SSW,11,1014.6
19-09-2023,13.7,28.0,0.0,3.8,4.2,N,43.0,16:41,18.6,57,6,SSW,15,1007.8,26.3,33,5.0,NNW,19,1003.6
20-09-2023,13.2,19.0,0.0,7.6,0.7,W,43.0,13:40,14.8,66,7,WNW,13,1007.8,16.4,33,7.0,WNW,9,1008.2
21-09-2023,9.2,14.9,0.2,3.8,6.2,SSW,30.0,09:34,12.7,64,3,WSW,11,1020.7,14.3,57,7.0,SSW,15,1023.9
22-09-2023,6.8,14.9,0.0,3.2,10.8,SSW,30.0,14:22,12.4,63,2,NNE,6,1031.5,14.3,51,1.0,SSW,13,1029.4
23-09-2023,5.2,16.4,0.0,3.6,10.3,SW,22.0,11:51,10.8,64,5,E,7,1030.3,14.7,64,5.0,SSW,13,1026.7
24-09-2023,7.2,23.8,0.0,4.0,11.3,NNE,39.0,13:29,13.4,76,0,NE,9,1025.4,23.2,34,0.0,N,20,1020.0
25-09-2023,13.4,23.4,0.0,8.0,8.3,SSW,41.0,11:32,20.0,43,3,NW,7,1020.2,17.2,65,1.0,SSW,17,1020.9
26-09-2023,9.5,16.4,0.0,5.2,11.1,SW,30.0,13:55,14.2,52,1,S,6,1022.2,15.4,58,2.0,SSW,13,1019.4
27-09-2023,10.2,17.3,0.0,4.4,6.8,S,35.0,14:59,12.7,73,7,WNW,4,1023.6,15.6,66,5.0,SSW,17,1024.8
28-09-2023,10.2,20.1,0.0,3.8,9.2,SSW,24.0,14:12,14.8,62,4,W,6,1029.9,18.4,51,1.0,SSW,13,1026.9
29-09-2023,8.0,27.8,0.0,4.4,10.9,NNW,28.0,11:12,16.4,50,1,NE,9,1025.2,26.9,17,1.0,SSW,7,1020.6
30-09-2023,15.4,29.7,0.0,11.2,10.6,N,48.0,12:58,21.8,29,1,N,19,1018.4,28.8,19,1.0,NNW,20,1012.1
01-10-2023,19.0,20.5,0.0,14.6,10.6,WSW,48.0,07:52,19.7,53,2,SW,20,1007.0,18.7,44,4.0,S,17,1013.2
02-10-2023,7.4,28.5,0.0,7.0,11.4,NNW,41.0,13:17,10.3,77,1,NNE,11,1017.4,25.8,27,2.0,NNW,19,1010.1
03-10-2023,10.3,19.2,3.0,11.0,0.0,N,48.0,02:58,19.0,81,7,N,17,1007.7,16.4,94,8.0,WSW,7,1008.8
04-10-2023,10.5,13.5,22.8,2.4,0.1,S,37.0,22:44,11.3,100,8,S,9,1011.2,12.7,77,7.0,S,15,1010.1
05-10-2023,8.8,16.5,6.8,2.0,2.7,SSW,39.0,22:15,11.3,63,4,W,11,1017.7,16.0,54,7.0,WNW,11,1017.4
06-10-2023,10.0,15.2,7.2,3.4,8.7,SSE,37.0,15:44,11.7,64,6,SSW,15,1030.3,14.2,55,4.0,SSW,17,1031.4
07-10-2023,7.7,14.3,0.4,3.8,1.6,SSE,30.0,15:06,11.6,61,7,SSE,2,1034.4,13.5,57,7.0,SSW,13,1032.9
08-10-2023,5.8,15.8,0.0,2.2,1.6,S,26.0,14:06,11.7,71,1, ,Calm,1032.6,15.0,54,1.0,SSW,17,1030.1
09-10-2023,8.9,15.8,0.0,5.4,6.4,SSW,30.0,12:40,12.1,69,7,NNE,6,1028.4,15.4,54,2.0,S,13,1026.5
10-10-2023,11.0,16.5,0.0,3.8,7.5,SW,28.0,14:17,11.7,80,7,SSW,4,1026.0,15.7,60,1.0,SSW,13,1023.9
11-10-2023,6.9,26.2,0.0,4.6,11.5,N,43.0,16:06,11.8,77,0,NE,11,1021.8,25.6,37,3.0,NNW,24,1018.3
12-10-2023,11.8,16.1,1.2,9.8,2.3,N,46.0,04:02,14.5,87,8,SW,9,1013.7,15.5,57,6.0,SW,13,1013.7
13-10-2023,10.6,17.5,13.4,4.0,0.5,WNW,37.0,12:44,13.2,73,7,W,6,1020.0,16.9,70,7.0,WSW,11,1018.8
14-10-2023,11.6,19.6,2.2,1.4,3.5,WNW,41.0,09:46,14.1,63,7,WNW,15,1018.0,18.3,50,7.0,W,13,1016.8
15-10-2023,11.5,17.2,0.0,4.6,1.5,NW,30.0,09:17,12.7,71,7,NNW,11,1017.8,16.2,52,7.0,S,11,1014.8
16-10-2023,10.1,14.7,5.0,3.4,9.7,SSW,50.0,16:11,10.9,71,7,SW,13,1016.3,14.2,54,6.0,SSW,26,1021.3
17-10-2023,10.3,16.1,0.8,5.8,9.6,SSW,31.0,16:07,12.7,62,7,SE,9,1031.7,15.7,59,2.0,SSW,13,1030.7
18-10-2023,7.9,24.2,0.2,4.0,12.2,N,35.0,10:08,12.8,75,0,N,11,1029.8,23.2,37,1.0,NNW,15,1025.4
19-10-2023,11.2,27.1,0.0,3.8,11.6,NNE,24.0,11:08,16.4,67,1,NE,9,1022.7,25.8,34,2.0,N,6,1018.6
20-10-2023,14.3,29.5,0.0,7.8,10.6,N,30.0,16:11,18.8,60,1,NE,9,1017.3,28.3,29,5.0,NNE,13,1013.8
21-10-2023,18.8,22.1,0.0,11.4,2.6,SW,44.0,17:37,20.0,53,7,SW,20,1008.8,19.7,52,7.0,SSW,15,1007.0
22-10-2023,11.6,15.5,0.2,5.6,0.7,NW,48.0,09:26,14.0,68,7,NW,13,1009.2,15.2,66,7.0,W,15,1010.7
23-10-2023,10.6,18.1,2.4,4.0,3.2,WSW,33.0,02:09,12.3,68,7,WSW,11,1016.7,15.7,64,7.0,SSW,13,1015.8
24-10-2023,12.3,25.3,0.0,3.8,7.8,N,57.0,07:38,17.6,49,7,N,28,1006.9,24.8,29,7.0,NNW,20,1006.2
25-10-2023,8.9,13.4,0.0,9.8,8.8,WSW,41.0,11:00,11.1,56,2,W,11,1017.3,9.9,74,4.0,WSW,11,1020.3
26-10-2023,7.3,15.1,8.2,4.0,7.5,S,43.0,08:26,10.5,82,7,SSW,7,1029.4,14.1,58,7.0,S,20,1030.5
27-10-2023,8.3,19.4,0.4,4.8,12.4,SSW,30.0,13:10,13.8,59,1,SE,9,1033.6,18.4,50,1.0,SW,9,1030.1
28-10-2023,9.5,23.3,0.0,7.4,7.1,N,57.0,07:02,15.4,52,6,N,22,1026.0,20.3,43,7.0,N,24,1020.7
29-10-2023,9.1,21.3,0.0,7.4,11.2,SSW,30.0,17:06,13.9,77,3,SSW,4,1016.0,19.2,50,3.0,SSW,11,1010.6
30-10-2023,12.4,23.2,0.0,6.4,8.0,N,46.0,13:21,16.5,53,2,W,7,1007.7,21.5,35,5.0,NW,26,1003.9
31-10-2023,9.1,16.0,1.8,7.0,7.9,WSW,39.0,23:32,12.0,58,1,W,9,1017.3,14.8,57,7.0,S,17,1019.7
01-11-2023,11.2,16.0,0.0,5.2,2.1,S,30.0,12:35,13.2,65,5,SW,9,1024.8,15.3,63,8.0,S,13,1024.8
02-11-2023,12.1,16.7,0.0,6.2,4.9,S,33.0,15:14,13.0,62,8,SSE,4,1024.6,15.1,59,5.0,S,13,1022.9
03-11-2023,12.1,15.9,0.0,4.8,4.0,SW,31.0,15:17,13.0,67,8,SSE,9,1023.5,15.1,60,4.0,SSW,13,1022.5
04-11-2023,11.2,20.9,0.0,4.8,8.4,SE,39.0,20:28,13.1,65,8,SSE,13,1024.6,17.0,72,2.0,SSW,17,1022.8
05-11-2023,9.3,23.9,0.0,6.2,11.9,SSE,30.0,17:27,14.6,72,2,WNW,6,1026.3,20.6,55,1.0,SSW,13,1023.0
06-11-2023,12.6,29.8,0.0,8.0,10.8,NNW,33.0,11:50,19.1,58,5,N,9,1022.0,29.1,32,7.0,NNW,20,1017.1
07-11-2023,15.5,30.6,0.0,11.0,10.3,N,43.0,10:47,22.6,54,1,SE,6,1016.6,29.9,31,2.0,N,24,1012.5
08-11-2023,16.3,30.8,0.6,11.0,9.5,N,39.0,12:34,23.7,47,1,NNE,13,1014.0,18.8,77,5.0,SSW,17,1011.6
09-11-2023,15.0,23.2,8.8,6.4,6.6,SSW,31.0,17:29,15.8,80,7,SSE,2,1015.8,19.1,69,1.0,SW,13,1013.0
10-11-2023,13.7,33.1,0.0,4.6,12.8,N,35.0,13:33,20.5,70,2,NE,6,1014.0,30.0,35,4.0,SSW,7,1010.5
11-11-2023,18.7,19.1,0.0,16.0,9.1,N,48.0,03:31,18.9,72,6,S,19,1013.6,17.6,60,5.0,S,17,1018.1
12-11-2023,12.1,18.2,0.0,7.6,10.9,S,39.0,17:27,13.8,58,2,WSW,9,1020.2,16.8,57,6.0,S,15,1020.7
13-11-2023,11.8,20.6,0.4,8.2,10.1,SSW,31.0,16:56,14.2,64,6,SSW,11,1022.2,18.1,47,0.0,SSW,9,1018.3
14-11-2023,12.7,16.8,0.6,6.8,0.9,SSW,24.0,00:30,12.8,80,8,WSW,7,1017.6,15.9,65,7.0,S,13,1016.8
15-11-2023,12.7,18.2,0.2,3.8,8.1,S,28.0,15:11,14.5,66,7,E,6,1015.7,17.6,53,2.0,SSW,13,1014.3
16-11-2023,12.3,17.4,0.6,6.2,3.3,SSW,43.0,16:59,13.6,78,7,SSW,11,1014.9,15.7,60,7.0,S,19,1015.5
17-11-2023,12.4,17.8,0.0,5.4,6.8,SSW,31.0,11:15,13.9,54,6,S,13,1021.6,16.8,50,6.0,S,15,1021.5
18-11-2023,13.8,18.8,0.0,5.2,10.7,S,31.0,14:46,14.9,61,7,S,6,1021.6,18.2,60,1.0,S,13,1019.4
19-11-2023,11.5,21.6,0.0,5.4,9.4,SSW,30.0,13:59,14.6,78,2, ,Calm,1019.2,20.6,56,4.0,S,17,1017.4
20-11-2023,14.4,19.3,0.0,8.0,3.5,SSW,31.0,12:40,15.7,72,7,SSE,7,1021.0,18.5,66,8.0,SSW,17,1019.5
21-11-2023,15.1,19.0,0.0,2.8,4.7,SSW,35.0,16:05,16.4,77,8,SSW,7,1021.0,18.5,68,6.0,S,15,1020.4
22-11-2023,13.8,18.6,0.0,4.4,10.4,SSW,39.0,14:09,16.9,64,7,S,11,1026.0,17.5,65,1.0,SSW,20,1024.2
23-11-2023,15.2,26.5,0.0,7.0,7.0,SE,30.0,17:54,16.9,73,7,ESE,9,1025.2,22.1,65,7.0,SSW,11,1021.8
24-11-2023,16.9,28.7,0.0,6.6,2.5,N,33.0,10:36,22.1,68,4,NNE,2,1017.8,24.6,51,7.0,N,17,1014.3
25-11-2023,17.2,26.5,8.8,5.6,7.4,NNW,44.0,16:26,22.7,72,4,N,17,1010.0,24.2,43,6.0,N,17,1007.1
26-11-2023,15.1,19.8,3.8,7.4,1.9,S,30.0,18:26,15.3,100,7,SW,9,1012.2,19.1,73,7.0,SSW,11,1012.6
27-11-2023,13.7,18.5,7.2,2.0,0.5,S,30.0,12:08,14.1,100,8,SSW,9,1015.7,17.4,69,7.0,SSW,13,1014.7
28-11-2023,13.8,23.2,1.8,2.2,3.9,E,37.0,17:16,14.4,98,8,NW,2,1013.4,22.3,64,5.0,SSW,7,1009.9
29-11-2023,14.4,19.1,2.8,3.8,0.0,SE,57.0,15:23,16.8,96,8,SE,20,1007.0,17.7,87,8.0,SE,20,1006.4
30-11-2023,14.4,18.8,6.8,2.8,0.0,SE,43.0,10:25,16.5,76,8,SSE,15,1012.0,17.8,67,8.0,SSE,15,1011.6
01-12-2023,13.9,23.8,4.6,2.8,2.2,SE,39.0,10:30,16.8,81,7,SE,11,1010.2,22.8,57,7.0,SE,17,1007.4
02-12-2023,15.5,16.7,2.8,4.2,0.0,S,33.0,09:53,15.7,100,8,S,9,1010.2,16.0,98,8.0,S,13,1012.1
03-12-2023,14.1,24.3,7.0,1.0,8.3,SSW,35.0,15:57,16.5,82,7,S,11,1016.9,23.0,49,3.0,SSE,13,1014.8
04-12-2023,13.1,32.6,0.0,5.2,12.9,NW,35.0,12:23,19.6,69,4,NNE,9,1015.2,30.5,29,6.0,N,20,1012.2
05-12-2023,15.6,24.5,0.0,9.6,12.3,SSW,35.0,16:34,19.2,71,3,SSW,7,1013.7,21.5,62,4.0,SSW,17,1012.0
06-12-2023,15.0,22.7,0.0,8.4,11.1,SSW,30.0,17:05,18.8,60,6,S,11,1019.3,21.0,53,3.0,SSW,11,1017.8
